document_id,clean_text,sentiment
339,nisei male born januari sacramento california grew sacramento parent ran farm world war ii remov marysvil assembl center tule lake concentr camp california transfer topaz concentr camp utah draft armi serv nd regiment combat team itali follow war return california,positive
340,sansei femal born juli bore oregon small town outsid portland graduat vassar colleg earn law degre northwestern school law lewi clark colleg lead legal team yasui v unit state lawsuit overturn year old convict refus obey exclus order aim japanes american wwii origin upheld u suprem court landmark decis,negative
341,sansei male born may oakland california receiv law degre uc berkeley serv member pro bono legal team korematsu v unit state lawsuit overturn year old convict refus obey exclus order aim japanes american world war ii origin upheld u suprem court landmark decis,negative
342,sansei male born honolulu hawaii attend law school uc berkeley california becam involv asian law caucu graduat return hawaii left job hawaii move bay area becom member pro bono legal team korematsu v unit state lawsuit overturn year old convict refus obey exclus order aim japanes american wwii origin upheld u suprem court landmark decis,neutral
343,nisei male born novemb fresno california move famili young age seattl washington father minist seattl buddhist templ father arrest fbi follow bomb pearl harbor remov variou depart justic intern camp rest famili remov puyallup assembl center minidoka concentr camp washington eventu reunit father crystal citi intern camp texa return seattl follow war famili reestablish buddhist templ,positive
344,nisei male born august seattl washington grew seattl attend univers washington japan bomb pearl harbor decemb draft militari month bomb transfer militari intellig servic serv linguist burma india world war ii follow war return seattl,neutral
345,nisei male born septemb seattl washington grew seattl graduat univers washington prior world war ii fire job seattl citi light bomb pearl harbor war remov puyallup assembl center washington minidoka concentr camp idaho volunt armi transfer vint hill secret branch militari intellig servic return seattl follow world war ii,negative
346,nisei femal born decemb stockton california grew sacramento boyl height california attend maryknol cathol school lo angel world war ii remov manzanar concentr camp california leav camp return lo angel work war reloc author provid assist return japanes american seek hous job,negative
347,nisei femal born novemb montebello california grew montebello father ran wholesal nurseri busi world war ii remov famili pomona assembl center manzanar concentr camp california leav camp attend ucla return california establish nurseri busi,negative
348,nisei male born juli park citi utah famili move sever time prior world war ii live termin island california japan bomb pearl harbor decemb remov manzanar concentr camp california war war live work chicago illinoi seabrook new jersey volunt armi eventu return california,neutral
349,nisei male born may lo angel california grew lo angel father ran groceri store small farm bomb pearl harbor remov manzanar concentr camp california train militari intellig servic languag school,negative
350,nisei male born januari lo angel california prior world war ii father commun leader help establish first judo dojo lo angel world war ii remov manzanar concentr camp california follow war serv militari korean war eventu return california,neutral
351,nisei male born march lo angel california grew sever citi california father own oper sever nurseri landscap busi attend univers california davi prior world war ii war remov manzanar concentr camp california along group friend establish nurseri busi serv militari intellig servic japan return lo angel,negative
352,nisei male born june florin california grew florin parent ran farm follow bomb pearl harbor remov famili manzanar concentr camp california war becam certifi mainten welder lo angel school system,neutral
353,nisei male born march florin california grew florin parent ran farm follow bomb pearl harbor remov famili manzanar concentr camp california war serv air forc becam engin,positive
354,nisei femal born novemb venic california marri venic prior world war ii child day bomb pearl harbor decemb remov santa anita assembl center california jerom concentr camp arkansa transfer famili tule lake concentr camp california becam segreg center leav camp move new jersey work seabrook farm thirti year,neutral
355,nisei male born june termin island california grew termin island remov manzanar concentr camp california world war ii join militari intellig servic work interpret japan u occup marri japan eventu return california,neutral
356,nisei femal born februari seattl washington grew seattl bellevu washington area involv seriou ferri accid five famili member includ parent perish marri renown artist paul horiuchi live rock spring wyom paul work railroad compani live wyom world war ii eventu return seattl,negative
357,nisei male born octob seattl washington grew renton washington father oper farm world war ii remov pinedal assembl center tule lake concentr camp california briefli transfer heart mountain concentr camp wyom draft armi serv itali replac troop nd regiment combat team follow war becam mechan motorpool seattl fire depart instrument establish commun servic organ issei concern keiro nurs home seattl,negative
358,nisei male born januari selleck washington grew selleck log camp move famili seattl washington high school world war ii remov puyallup assembl center washington minidoka concentr camp idaho volunt militari paratroop serv europ eventu return seattl,neutral
359,japanes femal born feburari hiroshima japan descend survivor atom bomb father kamikaz pilot world war ii unabl fulfil mission due war end nobuko attend hiroshima jogakuin missionari school establish young woman graduat religi educ iliff school theolog denver colorado master divin doctor ministri school theolog claremont california serv minist number unit methodist church california colorado serv senior pastor harri unit methodist church honolulu hawaii retir launch hous program underprivileg latchkey child hiroshima japan,negative
360,nisei femal born march hilo hawaii grew hilo parent japanes languag school teacher move japan obtain medic treatment attend school world war ii conscript japanes militari work interpret translat u radio transmiss gener headquart tokyo return hawaii,negative
361,sansei male born juli tule lake concentr camp california parent hawaii father pick fbi follow bomb pearl harbor mother went rejoin mainland leav camp live briefli new york citi return hawaii parent separ birth father hiroshi honda artist edward discov origin paint mani year later,positive
362,nisei male born novemb honolulu hawaii grew honolulu nine year old japan bomb pearl harbor father arrest fbi famili went concentr camp jerom arkansa reunit transfer tule lake california follow socal loyalti questionnair war return honolulu move mainland attend law school eventu return perman hawaii rais child,neutral
363,sansei femal born septemb honolulu hawaii grew honolulu parent own oper bakeri bomb pearl harbor father pick fbi taken sand island intern camp hawaii famili remov mainland order reunit father taken jerom concentr camp arkansa jerom close transfer heart mountain concentr camp wyom settl st paul minnesota also live chicago illinoi eventu return perman honolulu,positive
364,kibei male born januari kahuku hawaii move japan famili age six attend school japan work naval base japan world war ii take part air raid bomb u forc attend colleg japan return hawaii war work hawaii hochi newspap almost fifti year,positive
365,nisei male born juli san diego california grew san diego attend univers california berkeley decemb remov tanforan assembl center california select leav camp attend washington univers st loui missouri draft militari complet offic candid school serv oversea berlin germani eventu settl st paul minnesota,neutral
366,nisei femal born decemb selma california grew parlier californa famili work farm bomb pearl harbor remov gila river concentr camp arizona left camp work indianapoli indiana settl perman minneapoli minnesota,positive
367,nisei male born juli portland oregon grew portland move denver colorado father baptist minist transfer live denver world war ii famili help japanes american leav camp find hous work paul robert jean schuman hanna professor philosophi emeritu sinc hamlin univers st paul minnesota,negative
368,nisei male born septemb thoma washington grew small town thoma famili part white river valley farm corpor world war ii remov pinedal assembl center tule lake concentr camp california leav camp move chicago manag larg estat farm eventu becam establish automot servic industri minneapoli minnesota,negative
369,nisei male born may fowler california grew fowler eventu run famili farm prior world war ii bomb pearl harbor marri remov gila river concentr camp arizona left camp minneapoli minnesota join nation youth administr nya train upon arriv inform japanes american enrol program termin draft militari servic serv militari intellig servic philippin japan return settl perman minneapoli,neutral
370,nisei male born april berkeley california famili move frequent child live oakland california japan bomb pearl harbor world war ii remov tanforan assembl center california topaz concentr camp utah left camp cleveland ohio eventu settl perman twin citi minnesota,positive
371,nisei male born februari bellevu washington grew bellevu parent oper farm world war ii remov pinedal assembl center tule lake concentr camp california camp obtain temporari leav work railroad compani volunt militari serv militari intellig servic japan u occup war settl st paul minnesota,negative
372,nisei femal born central point oregon elementari school sent live foster famili medford oregon attend colleg world war ii broke remov tule lake concentr camp california left camp work st paul minnesota housegirl finish colleg texa weslyan colleg return minnesota follow world war ii becam involv organ youth program ywca,neutral
373,nisei male born may sacramento california grew sacramento parent ran success farm draft militari prior bomb pearl harbor serv militari intellig servic interrog japanes prison war new guinea philippin return u settl minneapoli minnesota head account depart variou hospit,neutral
374,nisei femal born lo angel california grew boyl height father promin baptist minist establish church follow bomb pearl harbor decemb remov famili poston concentr camp arizona obtain student leav finish high school abilen texa postworld war ii graduat colleg texa live chicago new york,positive
375,sansei femal born novemb lo angel california world war ii remov small child manzanar concentr camp california leav camp return california famili parent establish nurseri busi torranc california graduat univers southern california work teacher integr establish program introduc multicultur educ school,positive
376,nisei femal born septemb lodi california grew jersey island small island sacramento delta follow bomb pearl harbor decemb remov poston concentr camp arizona leav camp return famili lo angel california graduat long beach state earn master art california state univers dominguez hill taught palo verd school district eventu becom art depart chair retir teach pursu art fulltim becom renown watercolorist,neutral
377,nisei femal born octob westmorland california grew imperi valley remov famili poston concentr camp arizona world war ii leav camp attend art school san diego marri move lo angel publish short stori soul shall danc adapt success play televis drama,neutral
378,sansei femal born honolulu hawaii grew hawaii famili ran success wholesal bakeri busi follow bomb pearl harbor father pick fbi sent sand island intern camp move rest famili jerom concentr camp arkansa reunit father move short time heart mountain concentr camp wyom jerom close return hawaii marri move chicago illinoi eventu move lo angel along husband bert nakano becam activ redress movement help establish nation coalit redress repar,positive
379,nisei femal born june hilo hawaii japan bomb pearl harbor decemb father pick fbi detain sand island intern camp hawaii rest famili remov jerom concentr camp arkansa reunit jerom close transfer gila river concentr camp arizona return hawaii leav camp father tri establish applianc repair busi hilo destroy tsunami marri move california activ japanes american nation museum lo angel,neutral
380,nisei femal born may san pedro california world war ii incarcer santa anita assembl center california jerom concentr camp arkansa leav camp live work mississippi marri move harlem neighborhood new york citi becam involv number polit caus civil right movement eventu met malcolm x becam follow internationalist concept human right nation base selfdetermin selfreli,positive
381,nisei femal born april lo angel california grew boyl height neighborhood father promin medic physician world war ii remov poston concentr camp arizona left camp famili work sugar beet farm colorado eventu return lo angel father reestablish medic practic,neutral
382,nisei male born novemb termin island california grew termin island father part larg japanes american fish commun follow bomb pearl harbor remov manzanar concentr camp california manzanar join irrig crew took expediton hill surround camp hike fish sign nono socal loyalti questionnair transfer tule lake segreg center,positive
383,nisei male born octob heber california imperi valley grew boyl height receiv draft notic one day bomb pearl harbor join militari intellig servic deni furlough visit mother manzanar concentr camp refus serv oversea unit place engin battalion made japanes german italian american consid suspect u govern world war ii becam vice presid export divis honda dedic much time promot better trade relat u japan,negative
384,nisei male born august chicago illinoi grew primarili lo angel california parent ran restaur bomb pearl harbor remov santa anita assembl center california particip run organ gambl oper move briefli heart mountain concentr camp wyom sent tule lake california sign socal loyalti questionnair transfer santa fe depart justic intern camp new mexico upon wish parent renounc u citizenship expatri japan work militari govern u occup japan eventu regain u citizenship return unit state,negative
385,nisei femal born august lo angel california grew gardena father promin commun leader princip japanes languag school world war ii remov famili stockton assembl center california rohwer concentr camp arkansa left camp along group japanes american famili establish farm arkansa attend littl rock high school return famili pasadena california world war ii involv japanes american commun pasadena,negative
386,nisei male born juli san francisco california grew sacramento graduat uc berkeley world war ii remov tule lake concentr camp california voluntarili stay tule lake design segreg center work legal aid offic assist attorney wayn collin file case restor u citizenship nisei renounc citizenship govern duress,positive
387,nisei male born march san francisco california grew lo angel california world war ii remov manzanar concentr camp california one major player movement japanes american redress repar mr hohri found nation council japanes american redress ncjar,neutral
388,nisei male born februari kent washington grew nearbi town auburn parent ran farm famili involv auburn buddhist church graduat univers washington remov pinedal assembl center tule lake concentr camp california recruit tule lake teach naval intellig languag school boulder colorado work japan linguist u govern u occup japan becam buddhist minist eventu return unit state work numata center buddhist translat research,positive
389,nisei femal born februari portland oregon lose mother age two went live swedish famili age nine bomb pearl harbor remov portland assembl center oregon minidoka concentr camp idaho return portland finish school follow world war ii,positive
390,nisei femal born august thoma washington grew thoma parent ran groceri store farm bomb pearl harbor remov pinedal assembl center tule lake concentr camp california marri camp went work weiser idaho ontario oregon war return washington resid auburn washington,negative
391,male isseihan born april japan infant came u parent previous immigr famili ran hotel seattl pioneer squar neighborhood bomb pearl harbor remov puyallup assembl center washington minidoka concentr camp idaho war return seattl finish high school attend univers washington draft militari assign serv oversea highrank engin militari discharg return seattl work manag boe compani,positive
392,nisei male born august walnut grove california grew walnut grove parent own oper restaur room hous bomb pearl harbor remov merc assembl center california granada concentr camp colorado left camp chicago illinoi work variou place includ colorado spring oklahoma citi eventu return walnut grove,positive
393,nisei femal born februari isleton california grew isleton parent oper board hous bomb pearl harbor remov sacramento assembl center tule lake concentr camp california transfer jerom concentr camp arkansa camp close rohwer concentr camp arkansa leav camp return isleton,neutral
394,nisei femal born may spreckel california move frequent famili child eventu settl gilroy california bomb pearl harbor remov salina assembl center california poston concentr camp arizona follow father desir repatri japan transfer tule lake concentr camp california design segreg center join joshidan subgroup hoshidan projapanes group tule lake expatri japan famili work u militari govern fukuoka remain japan eventu regain u citizenship move sacramento california,neutral
395,nisei male born septemb walnut grove california grew walnut grove father own oper shoe sale repair busi follow bomb pearl harbor remov merc assembl center california granada concentr camp colorado war return walnut grove draft serv korean war start career aviat mechan,neutral
396,nisei femal born novemb walnut grove california patern grandpar immigr unit state father grew madera california area marri child time world war ii broke war remov fresno assembl center california jerom concentr camp arkansa jerom close transfer granada amach concentr camp colorado war return sacramento start floral busi teach ikebana japanes flower arrang,negative
397,nisei male born decemb walnut grove california grew walnut grove father own oper shoe sale repair busi world war ii remov famili merc assembl center california granada concentr camp colorado return california high school student,negative
398,nisei male born june marysvil california grew marysvil california eventu move gridley california bomb pearl harbor decemb remov famili tule lake concentr camp california refus sign socal loyalti questionnair remov young men tule lake block former ccc camp tulelak california still refus sign questionnair return tule lake wra offici conclud influenc older group member famili releas earli return home gridley februari war becam success farmer grow kiwi fruit gridley,positive
399,nisei male born may walnut grove california parent work canal ranch agricultur commun grew produc libbi mcneill libbi parent also own ran bar walnut grove bomb pearl harbor remov merc assembl center california granada amach concentr camp colorado leav camp live chicago denver return walnut grove establish success japanes import busi open groceri store west coast,neutral
400,nisei femal born decemb la crescenta california grew california father oper flower busi world war ii remov manzanar concentr camp california live chicago new york leav camp eventu return california,negative
401,nisei femal born januari lo angel california grew covina california work wartim civil control administr wcca volunt go earli poston concentr camp arizona help set camp eventu transfer heart mountain concentr camp wyom leav new york eventu pursu career social work return california,negative
402,nisei femal born may covina california young age suffer accid hit car rais nonjapanes american famili world war ii rejoin biolog famili pomona assembl center california heart mountain concentr camp wyom live time new york leav camp eventu return california,neutral
403,nisei male born juli glendal california grew glendal parent farm bomb pearl harbor remov manzanar concentr camp california leav camp work briefli famili seabrook farm new jersey attend colleg cleveland ohio eventu return california,neutral
404,nisei femal born januari lo angel california grew lo angel area parent ran flower busi world war ii remov manzanar concentr camp california camp held variou job includ work camouflag net factori eventu return california,negative
405,nisei male born decemb lo angel california grew lo angel world war ii volunt move manzanar concentr camp california earli order help construct camp leav camp reloc chicago illinoi draft nd regiment combat team serv oversea eventu return california,negative
406,nisei femal born septemb lo angel california grew venic california marri world war ii remov war manzanar concentr camp california child camp leav manzanar live ohio number year return california,negative
407,nisei male born juli san francisco california young age famili move ocean park california father ran concess stand amus park bomb pearl harbor remov famili manzanar concentr camp california camp numer job includ part kitchen staff refus answer socal loyalti question transfer tule lake concentr camp california releas camp resettl chicago illinoi return california,neutral
408,nisei femal born januari lo angel california grew california attend univers southern california world war ii graduat degre pharmaci marri live termin island california japan bomb pearl harbor decemb remov termin island move anaheim california remov poston concentr camp arizona sever child camp eventu return california,negative
409,sansei male born august lo angel california interview discus father life nisei soldier nd regiment combat team world war ii,negative
410,nisei male born august isleton california grew isleton father oper restaur attend colleg studi engin world war ii war remov sacramento walerga assembl center california tule lake concentr camp california camp work survey crew remain tule lake becam segreg center war return california becam civil engin,positive
411,nisei femal born januari lo angel california given adopt birth place shonien orphang lo angel world war ii broke remov child villag manzanar left camp live foster mother lo angel eventu becom regist nurs,positive
412,nisei femal born june lo angel california place adopt live orphanag japan bomb pearl harbor transfer manzanar child villag world war ii war live variou foster famili lo angel becom independ age eighteen,negative
413,nisei male born septemb san francisco california grew san francisco attend univers california berkeley japan bomb pearl harbor decemb remov famili pomona assembl center california heart mountain concentr camp wyom heart mountain serv scoutmast boy scout troop leav camp eventu return san francisco draft serv one year militari,neutral
414,white femal born juli fullerton california grew bishop california rememb vise manzanar concentr camp california world war ii,negative
415,white male born februari hollywood california grew oregon famili move big pine california prior world war ii involv high school footbal game japanes american student manzanar concentr camp california war serv militari eventu settl sacramento california,neutral
416,white male born juli salina california parent own oper farm salina area prior world war ii war father help neighbor japanes american farmer take care land,negative
417,nisei femal born march el centro california grew california parent farmer world war ii remov famili pomona assembl center california heart mountain concentr camp wyom leav camp live short time spokan washington move sacramento famili finish school,negative
418,nisei femal born septemb tule lake concentr camp california famili repatri japan grew japan attend school return famili eventu becam teacher settl california,negative
419,white male born juli san francisco california grew san francisco induct militari follow bomb pearl harbor assign servic militari policeman manzanar concentr camp california serv oversea europ militari servic return san francisco,neutral
420,kibeinisei male born novemb spokan washington age ten went japan grandfath world war ii conscript japanes armi still train war end war continu educ graduat kyoto univers law degre got marri return unit state becam involv fight save lo angel littl tokyo encroach citi hall work public relat bank tokyo later becam union bank,neutral
421,nisei male born june san francisco california world war ii remov pomona assembl center california heart mountain concentr camp wyom camp found injur magpi bird name maggi adopt pet follow war wrote child book hello maggi becam involv heart mountain wyom foundat,positive
422,nisei femal born juli wapato washington grew wapato famili ran farm attend univers washington war broke decemb remov famili portland assembl center oregon heart mountain concentr camp wyom camp work recreat depart left camp attend colleg st paul minnesota war becam activ field recreat well commun educ group involv effort preserv site wartim incarcer camp,neutral
423,nisei male born octob japan parent visit famili came u three month old grew termin island california bomb pearl harbor pick along issei father taken fort lincoln bismarck north dakota transfer fort lincoln santa anita assembl center california rohwer concentr camp arkansa leav camp work variou place around countri join militari intellig servic eventu return california,negative
424,nisei male born decemb livingston california parent help establish farm commun call yamato coloni lost father young age move san francisco california world war ii attend berkeley bomb pearl harbor remov tanforan assembl center california topaz concentr camp utah camp work organ ymca program japanes american youth left camp earli attend springfield colleg massachusett began lifelong career ymca notabl develop nypum nation youth program use minibik program aim engag highrisk youth product activ,negative
425,nisei male born februari fresno california grew fresno parent ran sever retail store world war ii remov fresno assembl center california gila river concentr camp arizona leav camp graduat missouri school mine return fresno world war ii,negative
426,sansei male born decemb fresno california father born hawaii mother born japan grew fresno parent ran success bicycl shop gener store world war ii remov fresno assembl center california jerom concentr camp arkansa sign nono socal loyalti question segreg tule lake concentr camp california renounc u citizenship transfer depart justic camp santa fe new mexico decid remain u citizenship restor war return fresno,positive
427,nisei femal born may auburn washington mother die young age adopt aunt famili grew washington state move fresno california marri child world war ii remov fresno assembl center california jerom concentr camp arkansa leav camp move chicago return fresno,positive
428,nisei male born septemb fresno california grew fresno chinatown citi chine japanes commun concentr world war ii remov fresno assembl center california jerom concentr camp arkansa left camp work seabrook farm new jersey enlist militari serv militari intellig servic japan leav japan return fresno,positive
429,nisei femal born fresno california parent own tofu shop mother pas away prior world war ii give birth twin girl marri prior war remov fresno assembl center california jerom concentr camp arkansa leav camp return fresno,positive
430,kibei male born august child sent live japan father pas attend school japan draft japanes militari u occup reunit brother serv militari intellig servic,negative
431,nisei male born serv militari intellig servic postwar occup japan,positive
432,white male command historian defens languag institut,neutral
433,nisei male born june stockton california world war ii serv militari intellig servic japan,negative
434,nisei male born octob sacramento california world war ii draft poston concentr camp arizona serv militari intellig servic translat interpret india burma japan,neutral
435,nisei male born februari watsonvil california draft militari bomb pearl harbor volunt militari intellig servic interrog japanes pow australia war war serv linguist interpret japan u occup,negative
436,nisei male born decemb world war ii serv militari intellig servic new caledonia guadalcan,neutral
437,nisei male born januari berkeley california serv militari intellig servic world war ii,positive
438,white male born juli serv u armi world war ii work japanes american interpret u occup japan husband nisei aiko herzigyoshinaga coupl instrument help obtain redress repar japanes american,neutral
439,nisei male born may world war ii serv interpret militari intellig servic,positive
440,nisei male born juli world war ii serv militari intellig servic,positive
441,nisei male born august volunt militari march war serv militari intellig servic head interrog section new guinea philippin well war crime trial occup japan,negative
442,nisei male born januari sacramento california world war ii sent topaz concentr camp utah volunt militari camp recruit serv militari intellig servic,positive
443,nisei male born octob southern california world war ii remov gila river concentr camp arizona join militari intellig servic serv dixi mission u armi observ group u effort establish offici relat communist parti china peopl liber armi,positive
444,nisei male born januari world war ii serv translat militari intellig servic alasaka saipan tinian,negative
445,nisei male born februari selma california draft prior world war ii war serv militari intellig servic mar task forc burma interpret gener macarthur japan,negative
446,nisei male born decemb hawaii alreadi armi japan bomb pearl harbor decemb serv militari intellig servic translat pentagon europ,negative
447,nisei male born januari world war ii volunt nd regiment combat team eventu transfer militari intellig servic serv interpret interrog japanes prison war palau,neutral
448,nisei male born decemb honolulu hawaii world war ii member varsiti victori volunt serv nd regiment combat team militari intellig servic follow militari servic graduat yale law school becam attorney hawaii activ commun veteran organ,positive
449,nisei male recruit teach armi languag school fall help establish militari intellig servic languag school presidio san francisco help move minnesota postwar establish career teach defens languag institut,positive
450,nisei male born june montebello california grew california spend short time japan prior world war ii bomb pearl harbor move denver colorado voluntari evacu period design u govern arrest refus report militari servic draft tri serv two year santa catalina prison camp draft resist releas eventu return lo angel california,negative
451,kibeinisei male born januari alameda california age five famili return live japan attend school japan return u draft u armi train japan bomb pearl harbor decemb resist militari order basic train court martial imprison stockad fort mcclellan alabama along japanes american situat group later came known fort mcclellan disciplinari barrack boy db boy sentenc five year imprison serv leavenworth feder penitentiari legal team head mr nomiyama soninlaw mount legal effort clear db boy name succeed armi grant honor discharg unabl get court martial ultim overturn,positive
452,male japanes european ancestri born juli millersburg indiana grew famili farm indiana michigan becam licens pilot world war ii volunt war train servic flight instructor reassign nd regiment combat team part fire direct center split unit nd field artilleri battalion one first group liber concentr camp dachau germani follow sudden death harriett engelhardt american red cross worker germani virgil member nd fab pull togeth sent money parent engelhardt use money along money harriett estat donat establish harriett engelhardt memori collect black mountain colleg harriett alma mater follow world war ii virgil work sever corpor research develop scientist develop patent,negative
453,nisei male born juli lo angel califonia grew lo angel littl tokyo neighborhood prior world war ii bomb pearl harbor remov famili manzanar concentr camp california leav camp return lo angel attend school becam involv gang activ la serv militari activ commun social servic organ littl tokyo one integr player redress movement,negative
454,nisei femal born octob lo angel california grew lo angel age nine japan bomb pearl harbor world war ii remov famili santa anita assembl center california granada amach concentr camp colorado transfer crystal citi intern camp texa famili could reunit father war return lo angel,negative
455,nisei male born august kainaliukona hawaii grew kona parent establish success dri good store barber shop taxi servic bomb pearl harbor father immedi arrest fbi held kilauea militari camp big island hawaii war father transfer fort sill intern camp oklahoma shot kill camp guard susumu draft militari serv interpret philippin japan war return kona resum run famili store,positive
456,nisei femal born march hilo hawaii grew hilo father work japaneselanguag newspap follow bomb pearl harbor father arrest detain kilauea militari camp sand island intern camp war attend univers hawaii return hilo,negative
457,nisei femal born januari hilo hawaii grew hilo move japan attend school japan return hilo outbreak world war ii war father arrest remov kilauea militari camp sand island intern camp hawaii father absenc took job nippu jiji japaneselanguag newspap hilo remain hilo hawaii,positive
458,nisei male born april san diego california grew termin island california father fisherman world war ii remov famili santa anita assembl center california heart mountain concentr camp wyom famili transfer tule lake respons father answer socal loyalti questionnair turn eighteen tule lake also sign nono questionnair renounc u citizenship sent fort lincoln bismarck intern camp north dakota go japan reunit famili live japan number year take job u armi volunt u air forc eventu regain citizenship return u,positive
459,nisei male born august ookala hawaii young age sent japan live grandfath begin ministri train return u onset world war ii bomb pearl harbor father promin buddhist minist pick arrest fbi mother couldnt support child alon famili enter jerom concentr camp arkansa reunit father father sign nono socal loyalti questionnair move famili tule lake concentr camp california anticip repatri japan parent chang mind go japan famili return hawaii leav tule lake war masamizu establish success career airplan mechan,positive
460,nisei male born juli hawthorn california grew hawthorn parent ran flower grow busi world war ii remov famili santa anita assembl center california rohwer concentr camp arkansa leav camp live famili time trailer camp lo angel california remain california war,positive
461,nisei femal born januari mesa arizona grew arizona famili ran produc farm attend colleg marri husband buddhist minist move bakersfield california world war ii remov poston concentr camp arizona poston husband pick fbi transfer crystal citi incarcer camp texa m mitani move join husband transfer gila river concentr camp arizona war eventu return california,neutral
462,nisei femal born may san francisco california grew san francisco marri world war ii war remov husband manzanar concentr camp california camp husband attorney work legal aid divis serv offic strateg servic leav camp resettl lo angel,negative
463,nisei male born may villa park california grew termin island california father fisherman world war ii remov tular assembl center california gila river concentr camp arizona leav camp reloc detroit michigan draft militari intellig servic serv japan interpret war crime trial eventu return california,neutral
464,nisei male born may san gabriel california grew covina area california parent ran farm world war ii remov pomona assembl center heart mountain concentr camp wyom leav camp return california,positive
465,nisei femal born novemb long beach california grew gardena area lo angel world war ii remov manzanar concentr camp california leav camp return lo angel area,negative
466,nisei male born juli wilmington california grew san pedro california parent oper farm bomb pearl harbor decemb remov famili santa anita assembl center california jerom concentr camp arkansa famili answer nono socal loyalti questionnair transfer tule lake concentr camp leav camp return california,neutral
467,nisei femal born septemb santa clara california grew santa clara redwood citi california world war ii war remov famili tanforan assembl center california topaz concentr camp utah leav camp resettl time new york return redwood citi,neutral
468,nisei femal born januari lo angel california grew sawtel area lo angel world war ii remov manzanar concentr camp california leav manzanar live briefli famili utah eventu return california,neutral
469,nisei male born decemb alameda california grew alameda world war ii remov manzanar concentr camp california camp work camouflag net factori camp hospit transfer famili topaz concentr camp utah leav camp draft u militari serv interpret japan,neutral
470,nisei femal born januari imperi california grew imperi famili ran farm world war ii remov poston concentr camp arizona leav camp return california,positive
471,nisei male born august lo angel california went japan time child famili return california world war ii remov manzanar concentr camp california camp learn saxophon play jive bomber band leav camp attend colleg began career dentistri continu play music profession,negative
472,nisei male born may san fernando california grew san fernando father ran farm world war ii remov manzanar concentr camp california famili leav camp live briefli chicago illinoi return san fernando serv u navi,positive
473,sansei male born februari lo angel california graduat ucla pacif school religion berkeley serv pastor sacramento west lo angel appoint senior minist centenari unit methodist church lo angel,neutral
474,nisei male born octob lo angel california grew lo angel parent own oper produc store bomb pearl harbor remov pomona assembl center california heart mountain concentr camp wyom heart mountain decid resist draft attend meet fair play committe tri draft resist serv two year mcneil island feder penitentiari war pardon presid truman along japanes american wartim draft resist,neutral
475,nisei male born may lo angel california grew lo angel high school japan bomb pearl harbor decemb war remov manzanar concentr camp california left camp attend morningsid colleg sioux citi iowa induct armi join militari intellig servic serv japan u occup interpret war crime trial return lo angel establish merit save bank later becom involv redevelop littl tokyo mr kaji one key founder japanes american nation museum lo angel,neutral
476,yonsei male born februari lo angel california grew lo angel graduat colleg took famili prestigi mortuari busi activ sever commun organ lo angel littl tokyo includ nisei week japanes american nation museum,neutral
477,nisei male born april yuba citi california grew elk grove california bomb pearl harbor move famili florin california remov marysvil assembl center california tule lake concentr camp california tule lake refus sign socal loyalti questionnair confin tule lake stockad particip hunger strike eventu renounc u citizenship releas tule lake regain u citizenship return california,positive
478,nisei femal born septemb naha okinawa nisei mother born hawaii father mainland japan father kill world war ii serv okinawa japan medic corp aiko bare surviv infanc due devast okinawa war move lo angel age twelv join mother move previous grew lo angel eventu becom promin instructor tradit okinawan danc,positive
479,nisei male born octob florin california small commun outsid sacramento california lost father earli age rais primarili older brother world war ii remov famili manzanar concentr camp california camp snuck camp spend time surround hillsid leav camp return california finish high school notabl refus accept principl redress payment made japanes american,negative
480,male ukrainian descent born octob edmonton alberta canada attend western washington univers bellingham washington earn phd univers alberta work establish research program offic commission examin issu offici languag canada appoint assist undersecretari state respons multicultur key figur japanes canadian redress movement particip numer negoti japanes canadian commun canadian govern,negative
481,nisei male born august lo angel california grew lo angel parent ran nurseri busi world war ii remov santa anita assembl center california granada concentr camp colorado leav camp live briefli illinoi return california,neutral
482,nisei male born august el mont california grew el mont remov famili world war ii pomona assembl center california heart mountain concentr camp wyom return california leav camp open produc market garden work activ variou japanes american caus heart mountain wyom foundat,negative
483,nisei male born februari san pedro california grew termin island california father ran sever success store world war ii remov famili santa anita assembl center california granada amach concentr camp colorado leav camp return california attend school serv korea japan korean war,negative
484,kibei nisei male born octob stockton california young child sent japan live grandpar attend school return california age eighteen draft u militari discharg armi japan bomb pearl harbor remov tanforan assembl center washington topaz concentr camp utah answer nono socal loyalti questionnair transfer tule lake concentr camp california leav tule lake live maryland florida eventu return california,positive
485,japanes femal born novemb shizuoka japan attend school world war ii war enter nurs profess becam involv number social polit caus marri kibei nisei move unit state,negative
486,sansei femal born octob san francisco california world war ii remov granada amach concentr camp colorado famili briefli left camp utah voluntarili enter topaz concentr camp utah mother pregnant leav camp return san francisco resum elementari school,positive
487,nisei male born octob hood river oregon earn law degre univers oregon law school practic law prior world war ii deliber defi curfew impos upon japanes american portland oregon arrest case tri sentenc one year prison given fine appeal eventu reach suprem court rule govern author restrict live civilian citizen wartim yasui fine remov releas minidoka concentr camp idaho case reopen writ error coram nobi convict overturn oregon feder court,positive
488,sansei male born februari san francisco california grew san francisco attend uc berkeley went law school santa clara becam involv asian law student group asian law allianc continu commun work law school involv found nihonmachi outreach committe san jose,positive
